Palavra-Chave,Respostas
precatorio,"🙎🏽 Para consultar o andamento da *RPV* ou do *Precatório* expedido, acesse o link: https://processual.trf1.jus.br/consultaProcessual/cpfCnpjParte.php?secao=TRF1 e preencha o campo _""CPF ou CNPJ da parte""_ com o seu *CPF* e clique em _""Pesquisar""_.

Acompanhe o andamento da RPV/Precatório na aba _""MOVIMENTAÇÃO""_. 

A movimentação _""40510-VALOR DEPOSITADO""_, indica que o valor está disponível para saque em qualquer agência do banco informado.

Caso o RPV/Precatório não tenha sido expedido, vc verá a mensagem: *Nenhum registro encontrado para o CPF/CNPJ informado.*"
precatórios,"🙎🏽 Para consultar o andamento da *RPV* ou do *Precatório* expedido, acesse o link: https://processual.trf1.jus.br/consultaProcessual/cpfCnpjParte.php?secao=TRF1 e preencha o campo _""CPF ou CNPJ da parte""_ com o seu *CPF* e clique em _""Pesquisar""_.

Acompanhe o andamento da RPV/Precatório na aba _""MOVIMENTAÇÃO""_. 

A movimentação _""40510-VALOR DEPOSITADO""_, indica que o valor está disponível para saque em qualquer agência do banco informado.

Caso o RPV/Precatório não tenha sido expedido, vc verá a mensagem: *Nenhum registro encontrado para o CPF/CNPJ informado.*"
precatorios,"🙎🏽 Para consultar o andamento da *RPV* ou do *Precatório* expedido, acesse o link: https://processual.trf1.jus.br/consultaProcessual/cpfCnpjParte.php?secao=TRF1 e preencha o campo _""CPF ou CNPJ da parte""_ com o seu *CPF* e clique em _""Pesquisar""_.

Acompanhe o andamento da RPV/Precatório na aba _""MOVIMENTAÇÃO""_. 

A movimentação _""40510-VALOR DEPOSITADO""_, indica que o valor está disponível para saque em qualquer agência do banco informado.

Caso o RPV/Precatório não tenha sido expedido, vc verá a mensagem: *Nenhum registro encontrado para o CPF/CNPJ informado.*"
arquivo,"🙎🏽 Para obter *cópia de peça de um processo arquivado em Salvador*, o(a) advogado(a) deverá encaminhar e-mail para sedaj.ba@trf1.jus.br 

Caso precise de *provimento judicial ou vista dos autos físicos arquivados*, o(a) advogado(a) deverá solicitar ao *Juiz da Vara, por e-mail*. Verifique os contatos no link https://www.trf1.jus.br/sjba/atendimento/plantao-judicial-atendimento-ao-publico-externo ou digite *Vara*."
arquivamento,"🙎🏽 Para obter *cópia de peça de um processo arquivado em Salvador*, o(a) advogado(a) deverá encaminhar e-mail para sedaj.ba@trf1.jus.br 

Caso precise de *provimento judicial ou vista dos autos físicos arquivados*, o(a) advogado(a) deverá solicitar ao *Juiz da Vara, por e-mail*. Verifique os contatos no link https://www.trf1.jus.br/sjba/atendimento/plantao-judicial-atendimento-ao-publico-externo ou digite *Vara*."
arquivo judicial,"🙎🏽 Para obter *cópia de peça de um processo arquivado em Salvador*, o(a) advogado(a) deverá encaminhar e-mail para sedaj.ba@trf1.jus.br 

Caso precise de *provimento judicial ou vista dos autos físicos arquivados*, o(a) advogado(a) deverá solicitar ao *Juiz da Vara, por e-mail*. Verifique os contatos no link https://www.trf1.jus.br/sjba/atendimento/plantao-judicial-atendimento-ao-publico-externo ou digite *Vara*."
desarquivar,"🙎🏽 Para obter *cópia de peça de um processo arquivado em Salvador*, o(a) advogado(a) deverá encaminhar e-mail para sedaj.ba@trf1.jus.br 

Caso precise de *provimento judicial ou vista dos autos físicos arquivados*, o(a) advogado(a) deverá solicitar ao *Juiz da Vara, por e-mail*. Verifique os contatos no link https://www.trf1.jus.br/sjba/atendimento/plantao-judicial-atendimento-ao-publico-externo ou digite *Vara*."
desarquivamento,"🙎🏽 Para obter *cópia de peça de um processo arquivado em Salvador*, o(a) advogado(a) deverá encaminhar e-mail para sedaj.ba@trf1.jus.br 

Caso precise de *provimento judicial ou vista dos autos físicos arquivados*, o(a) advogado(a) deverá solicitar ao *Juiz da Vara, por e-mail*. Verifique os contatos no link https://www.trf1.jus.br/sjba/atendimento/plantao-judicial-atendimento-ao-publico-externo ou digite *Vara*."
carga,"🙎🏽 Para realizar *carga de processo físico, em trâmite na vara*, ainda não migrado para o PJE, realize o *agendamento para atendimento* através do Bookings no link https://www.trf1.jus.br/sjba/institucional/agendamento"
vista,"🙎🏽 Para realizar *carga de processo físico, em trâmite na vara*, ainda não migrado para o PJE, realize o *agendamento para atendimento* através do Bookings no link https://www.trf1.jus.br/sjba/institucional/agendamento"
vista dos autos,"🙎🏽 Para realizar *carga de processo físico, em trâmite na vara*, ainda não migrado para o PJE, realize o *agendamento para atendimento* através do Bookings no link https://www.trf1.jus.br/sjba/institucional/agendamento"
carga dos autos,"🙎🏽 Para realizar *carga de processo físico, em trâmite na vara*, ainda não migrado para o PJE, realize o *agendamento para atendimento* através do Bookings no link https://www.trf1.jus.br/sjba/institucional/agendamento"
plantao,"🙎🏽 O Plantão ordinário se destina apenas à apreciação de *pedidos urgentes*, realizados fora do horário de expediente, ou seja, aos *sábados, domingos, feriados e nos dias úteis das 18h às 8h59 do dia seguinte*. 

No plantão, as petições devem ser encaminhadas pelo *PJe TRF1*, devendo o interessado entrar em contato com o Diretor de Secretaria plantonista para informar o número do processo urgente a ser apreciado. 

Os *contatos do Plantão* estão no link: https://www.trf1.jus.br/sjba/plantao-judicial/plantoes-judiciais"
plantão,"🙎🏽 O Plantão ordinário se destina apenas à apreciação de *pedidos urgentes*, realizados fora do horário de expediente, ou seja, aos *sábados, domingos, feriados e nos dias úteis das 18h às 8h59 do dia seguinte*. 

No plantão, as petições devem ser encaminhadas pelo *PJe TRF1*, devendo o interessado entrar em contato com o Diretor de Secretaria plantonista para informar o número do processo urgente a ser apreciado. 

Os *contatos do Plantão* estão no link: https://www.trf1.jus.br/sjba/plantao-judicial/plantoes-judiciais"
plantao judicial,"🙎🏽 O Plantão ordinário se destina apenas à apreciação de *pedidos urgentes*, realizados fora do horário de expediente, ou seja, aos *sábados, domingos, feriados e nos dias úteis das 18h às 8h59 do dia seguinte*. 

No plantão, as petições devem ser encaminhadas pelo *PJe TRF1*, devendo o interessado entrar em contato com o Diretor de Secretaria plantonista para informar o número do processo urgente a ser apreciado. 

Os *contatos do Plantão* estão no link: https://www.trf1.jus.br/sjba/plantao-judicial/plantoes-judiciais"
plantão judicial,"🙎🏽 O Plantão ordinário se destina apenas à apreciação de *pedidos urgentes*, realizados fora do horário de expediente, ou seja, aos *sábados, domingos, feriados e nos dias úteis das 18h às 8h59 do dia seguinte*. 

No plantão, as petições devem ser encaminhadas pelo *PJe TRF1*, devendo o interessado entrar em contato com o Diretor de Secretaria plantonista para informar o número do processo urgente a ser apreciado. 

Os *contatos do Plantão* estão no link: https://www.trf1.jus.br/sjba/plantao-judicial/plantoes-judiciais"
agendar atendimento,"🙎🏽 Para um *atendimento presencial na vara*, realize o *agendamento para atendimento* através do Bookings no link https://www.trf1.jus.br/sjba/institucional/agendamento"
atendimento presencial,"🙎🏽 Para um *atendimento presencial na vara*, realize o *agendamento para atendimento* através do Bookings no link https://www.trf1.jus.br/sjba/institucional/agendamento"
OK,"🙋🏽 Agradeço o contato!

Se puder, avalie este atendimento no link https://forms.gle/dT4jcRsHxrQtMhEE7"
obrigado,"🙋🏽 Agradeço o contato!

Se puder, avalie este atendimento no link https://forms.gle/dT4jcRsHxrQtMhEE7"
obrigada,"🙋🏽 Agradeço o contato!

Se puder, avalie este atendimento no link https://forms.gle/dT4jcRsHxrQtMhEE7"
valeu,"🙋🏽 Agradeço o contato!

Se puder, avalie este atendimento no link https://forms.gle/dT4jcRsHxrQtMhEE7"
tchau,"🙋🏽 Agradeço o contato!

Se puder, avalie este atendimento no link https://forms.gle/dT4jcRsHxrQtMhEE7"
bjs,"🙋🏽 Agradeço o contato!

Se puder, avalie este atendimento no link https://forms.gle/dT4jcRsHxrQtMhEE7"
Beijo,"🙋🏽 Agradeço o contato!

Se puder, avalie este atendimento no link https://forms.gle/dT4jcRsHxrQtMhEE7"
bjo,"🙋🏽 Agradeço o contato!

Se puder, avalie este atendimento no link https://forms.gle/dT4jcRsHxrQtMhEE7"
bj,"🙋🏽 Agradeço o contato!

Se puder, avalie este atendimento no link https://forms.gle/dT4jcRsHxrQtMhEE7"
Beijos,"🙋🏽 Agradeço o contato!

Se puder, avalie este atendimento no link https://forms.gle/dT4jcRsHxrQtMhEE7"
Valeu,"🙋🏽 Agradeço o contato!

Se puder, avalie este atendimento no link https://forms.gle/dT4jcRsHxrQtMhEE7"
Tchau,"🙋🏽 Agradeço o contato!

Se puder, avalie este atendimento no link https://forms.gle/dT4jcRsHxrQtMhEE7"
grato,"🙋🏽 Agradeço o contato!

Se puder, avalie este atendimento no link https://forms.gle/dT4jcRsHxrQtMhEE7"
grata,"🙋🏽 Agradeço o contato!

Se puder, avalie este atendimento no link https://forms.gle/dT4jcRsHxrQtMhEE7"
Muito obrigado,"🙋🏽 Agradeço o contato!

Se puder, avalie este atendimento no link https://forms.gle/dT4jcRsHxrQtMhEE7"
muito obrigada,"🙋🏽 Agradeço o contato!

Se puder, avalie este atendimento no link https://forms.gle/dT4jcRsHxrQtMhEE7"
obrigado!,"🙋🏽 Agradeço o contato!

Se puder, avalie este atendimento no link https://forms.gle/dT4jcRsHxrQtMhEE7"
obrigada!,"🙋🏽 Agradeço o contato!

Se puder, avalie este atendimento no link https://forms.gle/dT4jcRsHxrQtMhEE7"
processo,"🙎🏽 Para saber se o seu processo já está distribuído na JFBA, preencha o campo com o seu *CPF* no link https://pje1g.trf1.jus.br/consultapublica/ConsultaPublica/listView.seam  e clique em *PESQUISAR*. 

🧔🏻 Para consulta detalhada do seu *processo do JEF*, clique no link: https://wa.me/557734238934  

Voce também pode *consultar o andamento do seu processo* nos links abaixo: 
*PJe* - https://pje1g.trf1.jus.br/consultapublica/ConsultaPublica/listView.seam 

*Processual* - https://processual.trf1.jus.br/consultaProcessual/numeroProcesso.php?secao=BA&enviar=ok 

Se quiser ser informado por 📧 toda vez que seu processo for movimentado, cadastre-se no *Sistema Push do PJE* no link https://pje1g.trf1.jus.br/pje/Push/loginPush.seam  e/ou no *Sistema Push do Processual* no link https://portal.trf1.jus.br/Processos/Push/   

Se quiser entrar em contato com a Vara onde o seu processo está tramitando, digite *vara*.

_A Justiça Federal trabalha com os processos obedecendo a ordem cronológica de conclusão. Se o seu processo está concluso, aguarde e volte a consultá-lo nesse mesmo canal de atendimento._"
consulta processual,"🙎🏽 Para saber se o seu processo já está distribuído na JFBA, preencha o campo com o seu *CPF* no link https://pje1g.trf1.jus.br/consultapublica/ConsultaPublica/listView.seam  e clique em *PESQUISAR*. 

🧔🏻 Para consulta detalhada do seu *processo do JEF*, clique no link: https://wa.me/557734238934  

Voce também pode *consultar o andamento do seu processo* nos links abaixo: 
*PJe* - https://pje1g.trf1.jus.br/consultapublica/ConsultaPublica/listView.seam 

*Processual* - https://processual.trf1.jus.br/consultaProcessual/numeroProcesso.php?secao=BA&enviar=ok 

Se quiser ser informado por 📧 toda vez que seu processo for movimentado, cadastre-se no *Sistema Push do PJE* no link https://pje1g.trf1.jus.br/pje/Push/loginPush.seam  e/ou no *Sistema Push do Processual* no link https://portal.trf1.jus.br/Processos/Push/   

Se quiser entrar em contato com a Vara onde o seu processo está tramitando, digite *vara*.

_A Justiça Federal trabalha com os processos obedecendo a ordem cronológica de conclusão. Se o seu processo está concluso, aguarde e volte a consultá-lo nesse mesmo canal de atendimento._"
consulta,"🙎🏽 Para saber se o seu processo já está distribuído na JFBA, preencha o campo com o seu *CPF* no link https://pje1g.trf1.jus.br/consultapublica/ConsultaPublica/listView.seam  e clique em *PESQUISAR*. 

🧔🏻 Para consulta detalhada do seu *processo do JEF*, clique no link: https://wa.me/557734238934  

Voce também pode *consultar o andamento do seu processo* nos links abaixo: 
*PJe* - https://pje1g.trf1.jus.br/consultapublica/ConsultaPublica/listView.seam 

*Processual* - https://processual.trf1.jus.br/consultaProcessual/numeroProcesso.php?secao=BA&enviar=ok 

Se quiser ser informado por 📧 toda vez que seu processo for movimentado, cadastre-se no *Sistema Push do PJE* no link https://pje1g.trf1.jus.br/pje/Push/loginPush.seam  e/ou no *Sistema Push do Processual* no link https://portal.trf1.jus.br/Processos/Push/   

Se quiser entrar em contato com a Vara onde o seu processo está tramitando, digite *vara*.

_A Justiça Federal trabalha com os processos obedecendo a ordem cronológica de conclusão. Se o seu processo está concluso, aguarde e volte a consultá-lo nesse mesmo canal de atendimento._"
processos,"🙎🏽 Para saber se o seu processo já está distribuído na JFBA, preencha o campo com o seu *CPF* no link https://pje1g.trf1.jus.br/consultapublica/ConsultaPublica/listView.seam  e clique em *PESQUISAR*. 

🧔🏻 Para consulta detalhada do seu *processo do JEF*, clique no link: https://wa.me/557734238934  

Voce também pode *consultar o andamento do seu processo* nos links abaixo: 
*PJe* - https://pje1g.trf1.jus.br/consultapublica/ConsultaPublica/listView.seam 

*Processual* - https://processual.trf1.jus.br/consultaProcessual/numeroProcesso.php?secao=BA&enviar=ok 

Se quiser ser informado por 📧 toda vez que seu processo for movimentado, cadastre-se no *Sistema Push do PJE* no link https://pje1g.trf1.jus.br/pje/Push/loginPush.seam  e/ou no *Sistema Push do Processual* no link https://portal.trf1.jus.br/Processos/Push/   

Se quiser entrar em contato com a Vara onde o seu processo está tramitando, digite *vara*.

_A Justiça Federal trabalha com os processos obedecendo a ordem cronológica de conclusão. Se o seu processo está concluso, aguarde e volte a consultá-lo nesse mesmo canal de atendimento._"
consultas,"🙎🏽 Para saber se o seu processo já está distribuído na JFBA, preencha o campo com o seu *CPF* no link https://pje1g.trf1.jus.br/consultapublica/ConsultaPublica/listView.seam  e clique em *PESQUISAR*. 

🧔🏻 Para consulta detalhada do seu *processo do JEF*, clique no link: https://wa.me/557734238934  

Voce também pode *consultar o andamento do seu processo* nos links abaixo: 
*PJe* - https://pje1g.trf1.jus.br/consultapublica/ConsultaPublica/listView.seam 

*Processual* - https://processual.trf1.jus.br/consultaProcessual/numeroProcesso.php?secao=BA&enviar=ok 

Se quiser ser informado por 📧 toda vez que seu processo for movimentado, cadastre-se no *Sistema Push do PJE* no link https://pje1g.trf1.jus.br/pje/Push/loginPush.seam  e/ou no *Sistema Push do Processual* no link https://portal.trf1.jus.br/Processos/Push/   

Se quiser entrar em contato com a Vara onde o seu processo está tramitando, digite *vara*.

_A Justiça Federal trabalha com os processos obedecendo a ordem cronológica de conclusão. Se o seu processo está concluso, aguarde e volte a consultá-lo nesse mesmo canal de atendimento._"
consulta processo,"🙎🏽 Para saber se o seu processo já está distribuído na JFBA, preencha o campo com o seu *CPF* no link https://pje1g.trf1.jus.br/consultapublica/ConsultaPublica/listView.seam  e clique em *PESQUISAR*. 

🧔🏻 Para consulta detalhada do seu *processo do JEF*, clique no link: https://wa.me/557734238934  

Voce também pode *consultar o andamento do seu processo* nos links abaixo: 
*PJe* - https://pje1g.trf1.jus.br/consultapublica/ConsultaPublica/listView.seam 

*Processual* - https://processual.trf1.jus.br/consultaProcessual/numeroProcesso.php?secao=BA&enviar=ok 

Se quiser ser informado por 📧 toda vez que seu processo for movimentado, cadastre-se no *Sistema Push do PJE* no link https://pje1g.trf1.jus.br/pje/Push/loginPush.seam  e/ou no *Sistema Push do Processual* no link https://portal.trf1.jus.br/Processos/Push/   

Se quiser entrar em contato com a Vara onde o seu processo está tramitando, digite *vara*.

_A Justiça Federal trabalha com os processos obedecendo a ordem cronológica de conclusão. Se o seu processo está concluso, aguarde e volte a consultá-lo nesse mesmo canal de atendimento._"
